"","Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","peptide.length","start","intensity_0nM_R1","intensity_0nM_R2","intensity_0nM_R3","intensity_0nM_R4","intensity_02nM_R1","intensity_02nM_R2","intensity_02nM_R3","intensity_02nM_R4","intensity_2nM_R1","intensity_2nM_R2","intensity_2nM_R3","intensity_2nM_R4","intensity_2uM_R1","intensity_2uM_R2","intensity_2uM_R3","intensity_2uM_R4","intensity_20nM_R1","intensity_20nM_R2","intensity_20nM_R3","intensity_20nM_R4","intensity_20uM_R1","intensity_20uM_R2","intensity_20uM_R3","intensity_20uM_R4","intensity_100uM_R1","intensity_100uM_R2","intensity_100uM_R3","intensity_100uM_R4","intensity_200nM_R1","intensity_200nM_R2","intensity_200nM_R3","intensity_200nM_R4","quantified.in.rep1.?","quantified.in.rep2.?","quantified.in.rep3.?","quantified.in.rep4.?","Nr.of.replicates.(quantified)","stabilized.in.rep1.?","stabilized.in.rep2.?","stabilized.in.rep3.?","stabilized.in.rep4.?","Nr.of.replicates.(stabilized)","destabilized.in.rep1.?","destabilized.in.rep2.?","destabilized.in.rep3.?","destabilized.in.rep4.?","Nr.of.replicates.(destabilized)","regulation","pEC50_rep1","R2_rep1","lower_rep1","upper_rep1","Ratio_0nM_0nM_R1","Ratio_02nM_0nM_R1","Ratio_2nM_0nM_R1","Ratio_20nM_0nM_R1","Ratio_200nM_0nM_R1","Ratio_2uM_0nM_R1","Ratio_20uM_0nM_R1","Ratio_100uM_0nM_R1","pEC50_rep2","R2_rep2","lower_rep2","upper_rep2","Ratio_0nM_0nM_R2","Ratio_02nM_0nM_R2","Ratio_2nM_0nM_R2","Ratio_20nM_0nM_R2","Ratio_200nM_0nM_R2","Ratio_2uM_0nM_R2","Ratio_20uM_0nM_R2","Ratio_100uM_0nM_R2","pEC50_rep3","R2_rep3","lower_rep3","upper_rep3","Ratio_0nM_0nM_R3","Ratio_02nM_0nM_R3","Ratio_2nM_0nM_R3","Ratio_20nM_0nM_R3","Ratio_200nM_0nM_R3","Ratio_2uM_0nM_R3","Ratio_20uM_0nM_R3","Ratio_100uM_0nM_R3","pEC50_rep4","R2_rep4","lower_rep4","upper_rep4","Ratio_0nM_0nM_R4","Ratio_02nM_0nM_R4","Ratio_2nM_0nM_R4","Ratio_20nM_0nM_R4","Ratio_200nM_0nM_R4","Ratio_2uM_0nM_R4","Ratio_20uM_0nM_R4","Ratio_100uM_0nM_R4","CV_pEC50","mean_pEC50","is.kinase","end","Protein.kinase","domain","location","D_start","D_end","D_start2","D_end2","in.domain"
"306","Q9P289","Q9P289","STK26_HUMAN","STK26","Serine/threonine-protein kinase 26",8,46,215515,193664,189662,186610,219664,195145,195214,197627,205543,206543,181952,196284,77311.8,69824.3,65879.8,60606.8,193567,176459,158285,173898,28186,27245.2,37094.3,23332.4,22287.7,16724.6,14560.8,15153.8,176865,159968,172204,149621,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.0628,0.9943,0.0894667406164064,0.978343121043144,1,1.01925156021623,0.953729438786163,0.898160220866297,0.820662134886203,0.358730482797021,0.130784400157762,0.103416003526437,6.0802,0.9925,0.0766864081003103,1.01059824890753,1,1.00764726536682,1.06650177627231,0.911160566754792,0.826007931262393,0.360543518671514,0.140682832121613,0.0863588483146067,5.9893,0.9744,0.127318492325197,0.960380114396351,1,1.02927312798557,0.95934873617277,0.834563592074322,0.907952040999251,0.347353713448134,0.195581086353619,0.0767723634676424,6.1732,0.9951,0.0710834289729669,1.0266594162613,1,1.05903756497508,1.0518407373667,0.931879320508011,0.801784470285622,0.324777878998982,0.125032956433203,0.0812057231659611,0.0124452442473877,6.076375,"yes",53,"Protein kinase","domain","24-274;",24,274,NA,NA,"yes"
"307","O96017","O96017","CHK2_HUMAN","CHEK2","Serine/threonine-protein kinase Chk2",13,432,144528,149042,150416,131420,158087,101927,133988,131708,154878,142029,123447,120242,52246.7,38783.9,56845.9,60426.9,134510,117530,116849,124937,30787.9,36342,58923.7,56803.5,61199.3,55703.5,49536.8,24239.2,115072,99843.6,96827.2,87334.3,1,1,1,1,4,1,0,1,1,"3",0,0,0,0,"0","stabilized",6.4887,0.9578,0.311430163251661,1.03222695747004,1,1.09381573120779,1.07161242112255,0.930684711612975,0.796191741392671,0.361498809919185,0.213023773939998,0.423442516329016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8431,0.9721,0.263745061530129,0.975185687357717,1,0.890782895436656,0.820703914477183,0.776838900117009,0.643729390490373,0.377924555898309,0.391738245931284,0.329331985958941,6.0853,0.9596,0.151618781179811,1.01312037490867,1,1.0021914472683,0.914944452899102,0.950669608887536,0.664543448485771,0.45979987825293,0.432228732308629,0.184440724395069,0.0585819622781365,6.47236666666667,"yes",444,"Protein kinase","domain","220-486;",220,486,NA,NA,"yes"
"308","Q9P289","Q9P289;Q9Y6E0","STK26_HUMAN","STK26","Serine/threonine-protein kinase 26",10,281,743578,759948,699149,770644,681218,721956,653297,694696,760849,703366,688713,684547,241822,268872,253099,269461,680217,706516,722593,706290,185484,186298,202278,199027,176019,198388,199108,195983,501139,494161,550219,590812,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.548,0.9916,0.235762490521634,0.9779208921569,1,0.916135227239106,1.02322688406596,0.914789033564737,0.673956195584054,0.325214032690585,0.249447939557114,0.236718945423345,6.5671,0.9955,0.249182280784469,0.966067768560386,1,0.950007105749341,0.925544905704074,0.929689926152842,0.65025633332807,0.353803154952707,0.245145720496666,0.261054703742888,6.4071,0.9922,0.289312840798691,0.989522144520871,1,0.934417413169439,0.985073281947053,1.03353219413887,0.786983890415348,0.362010100851178,0.289320302253168,0.284786218674417,6.3081,0.9898,0.25251845166588,0.92977108305384,1,0.901448658524559,0.888279153539118,0.91649321865868,0.766647115918634,0.349656910324352,0.258260623582355,0.254310680417936,0.0189792706250092,6.457575,"yes",290,"Protein kinase","domain","24-274;",24,274,NA,NA,"near"
"309","Q9P289","Q9P289","STK26_HUMAN","STK26","Serine/threonine-protein kinase 26",13,281,237362,209800,223247,238847,189729,217931,161112,284334,187970,221818,209229,253070,114680,136126,73998.6,106364,225256,221174,209021,288097,108585,59763,46090.3,87319.5,91120.9,78308.2,67841.6,87238.1,223149,240699,168818,255642,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.8942,0.9102,0.420951378167179,0.89610656323775,1,0.799323396331342,0.791912774580598,0.94899773341984,0.940120996621195,0.483143889923408,0.457465811713754,0.383890007667613,5.733,0.9806,0.328596898932656,1.05938873634099,1,1.03875595805529,1.05728312678742,1.05421353670162,1.14727836034318,0.648836987607245,0.284857006673022,0.373251668255481,6.3228,0.9307,0.2570511881945,0.899210155969759,1,0.721675991166735,0.937208562713049,0.936276859263506,0.756193812234879,0.331465148467841,0.206454286059835,0.303885830492683,6.1281,0.9693,0.365258740260477,1.11371480947704,1,1.19044409182447,1.05954858130937,1.20619894744334,1.07031698116367,0.44532273798708,0.365587593731552,0.36524678978593,0.0430612931945149,6.019525,"yes",293,"Protein kinase","domain","24-274;",24,274,NA,NA,"near"
"310","P06493","P06493","CDK1_HUMAN","CDK1","Cyclin-dependent kinase 1",9,25,1389576,1579465,1682241,1525589,1472430,1431766,1656289,1525566,1351019,1546880,1900274,1619778,880864,878791,1025428,932064,1496849,1466939,1631157,1465226,659583,858596,860029,664324.5,688271,668561,776606.9,586679.8,1362761,1350793,1455466,1169424,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.9762,0.9831,0.482271002354445,1.02641581631063,1,1.05962538213095,0.972252687150613,1.07719836842317,0.980702746737134,0.633908472800336,0.474664933763968,0.495310080197125,6.2345,0.9673,0.473428945096652,0.957809296644745,1,0.906487956364972,0.979369596667226,0.928756889199824,0.855221863099214,0.556385231708205,0.543599256710342,0.42328320032416,6.2537,0.9664,0.46623167838437,1.03218211548869,1,0.984572959522447,1.1296086589258,0.969633364066148,0.865194701591508,0.609560699091272,0.511240066078523,0.461650203508296,6.1874,0.9873,0.355948163456733,1.02789857429481,1,0.999984923855639,1.06173943309764,0.960432986866056,0.76653934972001,0.61095353991147,0.435454437597544,0.384559537332794,0.0207007778061731,6.16295,"yes",33,"Protein kinase","domain","4-287;",4,287,NA,NA,"yes"
"311","P06493","P06493","CDK1_HUMAN","CDK1","Cyclin-dependent kinase 1",10,25,317357,320002.7,333425,319246,275420.5,290365.6,322585.6,300306.8,303361.4,311199.4,326729,321926.7,212094.7,167410.1,204652.3,190930.6,330908.4,321174.1,312896.5,296578.3,223660,171676.6,194350,172888.1,151914.5,156792.6,176018.5,161893.1,264382.3,275653.5,285286.5,231887.8,1,1,1,1,4,0,1,1,1,"3",0,0,0,0,"0","stabilized",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4919,0.9807,0.514710645233569,0.9709387612121,1,0.907384843940379,0.972489919616303,1.00366059411374,0.861409919353805,0.523152148403748,0.536484848409091,0.489972740854999,6.3433,0.9912,0.545450871385728,0.97818648178971,1,0.967490740046487,0.979917522681263,0.938431431356377,0.85562420334408,0.613788108270226,0.582889705331034,0.527910324660718,6.7663,0.9861,0.524236703286002,0.988105819658411,1,0.940675215977647,1.00839697286732,0.928996134642251,0.726360862782932,0.598067321125402,0.541551342851594,0.507110817363413,0.0328436739413668,6.53383333333333,"yes",34,"Protein kinase","domain","4-287;",4,287,NA,NA,"yes"
"312","Q15418","Q15418","KS6A1_HUMAN","RPS6KA1","Ribosomal protein S6 kinase alpha-1",13,522,364209,370621,320804,370158,340829,334542,319741,374581,296733,326817,343330,349590,243841,204544,252944,278168,276356,287551,398101,400445,108220,110178,141903,147831,95009.1,87977.2,123413,112350,282255,310836,305703,319420,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.0864,0.9361,-0.0454081084363846,0.945168254476674,1,0.935806089360779,0.814732749602563,0.758784104731075,0.774980848908182,0.669508441581619,0.297137083377951,0.260864229055295,5.5158,0.9624,0.101339861408434,0.925066348786709,1,0.902652575002496,0.881809179728078,0.775862673728688,0.838689658707952,0.551895332428546,0.297279431009036,0.237377806438383,5.534,0.9281,0.353958360067864,1.06611658583173,1,0.996686450293637,1.07021732896099,1.24094774379372,0.952927644293712,0.788468971708582,0.442335507038566,0.384699068590167,5.3393,0.9706,0.214028824743787,1.0036320772034,1,1.01194895152881,0.944434538764528,1.08182181662966,0.862928803375856,0.751484501212995,0.399372700306356,0.303519037816284,0.0387012100363639,5.368875,"yes",534,"Protein kinase","domain","62-321;418-675;",62,321,418,675,"yes"
"313","P53671","P53671","LIMK2_HUMAN","LIMK2","LIM domain kinase 2",11,464,111102,103418,116594,73635.9,94668.6,79903.3,101446,86925.9,92591.8,104966,121189,96092.7,90267.6,57987.7,80520.8,48745.3,103706,99888,122499,82708.8,59219.7,38703.1,64274.9,27227.8,41126.6,24586.7,32500.9,23439.3,92346.9,86640.4,125206,64923.1,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",4.8582,0.9332,0.271408419990587,0.896815431308872,1,0.852087271156235,0.833394538352145,0.933430541304387,0.831190257601123,0.812475022951882,0.533021007722633,0.370169753919821,5.7198,0.9314,0.234043696673427,0.942659424960606,1,0.772624688158735,1.0149683807461,0.965866676980796,0.837769053743062,0.560711868340134,0.374239494091938,0.237741012202905,4.9986,0.9076,0.16028331684253,1.0073356008441,1,0.870079077825617,1.03941026124843,1.05064583083178,1.07386314904712,0.690608436111635,0.551271077413932,0.278752766008542,5.9855,0.9411,0.277753950314202,1.16206684367543,1,1.18048261785352,1.30497080907546,1.12321299800777,0.881677279696452,0.661977377882256,0.369762575048312,0.318313485677502,0.101574083357881,5.390525,"yes",474,"Protein kinase","domain","331-608;",331,608,NA,NA,"yes"
"314","Q13546","Q13546","RIPK1_HUMAN","RIPK1","Receptor-interacting serine/threonine-protein kinase 1",20,46,389696,383271,365914,388598,429992,398953,365398,334964,393522,406780,377340,352240,382085,379814,303017,366343,360217,424137,339572,325304,220048,224832,177726,232833,141631,168502,160372,178078,393516,386326,382974,384698,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",4.8804,0.966,0.339910567878255,1.00965844098673,1,1.10340367876499,1.00981790934472,0.924353855312859,1.00980251272787,0.980469391525702,0.564665790770241,0.363439706848415,5.002,0.9829,0.418326242065227,1.04445770256603,1,1.04091621855032,1.06133780014663,1.1066242945592,1.00797086134876,0.990980272444302,0.586613649349938,0.439641924382487,5.4762,0.9786,0.445676329383629,1.00140209731152,1,0.998589832583613,1.03122591647218,0.928010406816902,1.04662297698366,0.828109883743175,0.485704291172243,0.43827784670715,4.8146,0.9163,0.457618539245879,0.923205701381944,1,0.861980761609684,0.906438015635695,0.837122167381201,0.989963921584774,0.942730019197217,0.599161601449313,0.458257633852979,0.0592584096257667,5.0433,"yes",65,"Protein kinase","domain","17-289;",17,289,NA,NA,"yes"
"315","O14757","O14757","CHK1_HUMAN","CHEK1","Serine/threonine-protein kinase Chk1",7,226,500638,512882,499864,521352,499261,496795,486079,482741,502102,498758,428209,489520,102198,116091,91874.9,104534,452749,475656,432883,483121,84542.2,107865,78828.3,108635,103341,81567.5,90078,100186,178707,184707,173568,162722,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.1024,0.9993,0.19047985028127,1.0013535850534,1,0.997249509625718,1.00292426863322,0.904344056983289,0.356958520927297,0.204135523072559,0.168868923253928,0.206418609853827,7.0399,0.9974,0.196638773041589,0.981495410458952,1,0.968634110770119,0.972461501865926,0.92741800258149,0.360135469757176,0.226350310597759,0.210311533647116,0.159037556396988,7.0697,0.9891,0.170158307947696,0.946957187724191,1,0.972422498919706,0.856651009074468,0.866001552422259,0.347230446681497,0.183799793543844,0.157699494262439,0.180205015764288,7.0498,0.9969,0.200037475227666,0.955104044296584,1,0.925940631281744,0.938943362641747,0.926669505439703,0.312115422977182,0.200505608494837,0.208371695131121,0.192165753655879,0.00390275020832133,7.06545,"yes",232,"Protein kinase","domain","9-265;",9,265,NA,NA,"yes"
"316","Q8N4C8","Q8N4C8","MINK1_HUMAN","MINK1","Misshapen-like kinase 1",13,273,646610,666748,584423,642112,650731,674139,597852,653890,663179,735554,597501,703497,456499,443252,362933,436451,712309,715365,620857,708516,472694,461713,415305,395219,418735,399459,386141,443483,426849,438416,377199,437813,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.1731,0.9558,0.686173279906827,1.03341302639142,1,1.00637323889207,1.02562441038648,1.10160529530938,0.660133619956388,0.705988153601089,0.731034162787461,0.647585097663197,7.0543,0.9628,0.651799372954793,1.04687108394412,1,1.01108514761199,1.10319641003798,1.07291660417429,0.657543779658882,0.664796894778837,0.692485016827947,0.599115407920234,7.1541,0.9772,0.659419209089571,1.02691919580333,1,1.02297821954304,1.02237762716389,1.06234183117365,0.645421210321976,0.621010808951735,0.710623982971238,0.660721771730408,6.9241,0.9626,0.661946216444917,1.05434282391925,1,1.01834259443835,1.09559858716236,1.10341498056414,0.681832764377554,0.679711639091,0.615498542310376,0.690662999601316,0.0161272067282026,7.0764,"yes",285,"Protein kinase","domain","25-289;",25,289,NA,NA,"yes"
"317","P00519","P00519;P42684","ABL1_HUMAN","ABL1","Tyrosine-protein kinase ABL1",8,379,999791,931157,974245,930459,952774,893258,897212,929733,831482,938607,830509,854614,289741,271587,262140,274596,793469,937512,879407,906523,140511,156868,145276,136361,142584,144259,126885,105912,776961,772467,760691,746135,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.1654,0.9706,0.132063664121453,0.901185746345278,1,0.952973171392821,0.831655816065558,0.793634869687765,0.777123418794528,0.289801568527822,0.140540372937944,0.142613806285514,6.2402,0.9982,0.158192739653189,0.995350440304052,1,0.959299022613802,1.00800079900597,1.006824842642,0.829577611509123,0.291666174447488,0.168465683015861,0.154924464939854,6.209,0.9887,0.134715827580937,0.921628957201104,1,0.920930566746558,0.852464215879989,0.90265487634014,0.780800517323671,0.269069895149577,0.149116495337415,0.1302393135197,6.198,0.9958,0.121382492550699,0.976654643514229,1,0.999219739934806,0.918486467431665,0.97427506209301,0.801899922511363,0.295118860691336,0.146552400481913,0.113827691494198,0.00497618992361689,6.20315,"yes",386,"Protein kinase","domain","242-493;",242,493,NA,NA,"yes"
"318","Q13470","Q13470","TNK1_HUMAN","TNK1","Non-receptor tyrosine-protein kinase TNK1",14,261,309173,299448,289872,291948,346489,286420,293391,290628,312574,297728,266450,296564,28922.6,22982.3,30695.9,32047.6,281744,273885,241259,249885,31682.9,24269.3,14980.1,16841.2,28042,19624.1,15017.6,25055.2,28869.6,60994.6,47341,37749.5,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.4917,0.9947,0.0948009894789696,1.04390422792873,1,1.12069617980872,1.0110003137402,0.911282679923538,0.0933768472667406,0.0935482723264968,0.102476283504704,0.0907000287864723,7.1165,0.9992,0.0737217954434303,0.983840019095081,1,0.956493280970319,0.994256097886778,0.914632924581229,0.203690123159948,0.0767488846143571,0.0810467927653549,0.0655342496860891,7.2638,0.9956,0.0675031680387868,0.979898976720625,1,1.01213984103328,0.919198818788983,0.832294943975272,0.163316912292322,0.105894670751228,0.051678326985704,0.0518076944306452,7.3414,0.999,0.0842551266006765,1.00426716635191,1,0.995478646882321,1.01581103484182,0.855922972584159,0.129302135996821,0.109771603162207,0.0576856152465508,0.0858207626015592,0.0214174228732551,7.30335,"yes",274,"Protein kinase","domain","116-377;",116,377,NA,NA,"yes"
"319","P53350","P53350","PLK1_HUMAN","PLK1","Serine/threonine-protein kinase PLK1",7,201,440011,378662,385694,389209,380919,403194,378332,369747,360316,430512,340678,383294,195661,178000,180849,197937,415660,418577,360781,324726,118699,108420,93606.3,107588,97751,91175.6,86006.6,74577.7,374885,371017,352212,283091,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.9478,0.9704,0.238054885988059,0.907962336566344,1,0.865703357416065,0.8188795280118,0.944658201726775,0.851990063884767,0.444672974084739,0.269763710452693,0.22215580974112,6.0362,0.989,0.255393263718527,1.0775473516423,1,1.06478600968674,1.13692950441291,1.10541063006058,0.979810490622244,0.470076215728011,0.286323951175455,0.240783601206353,5.893,0.9897,0.226838054297726,0.95076086049065,1,0.980912329463253,0.883285713544935,0.935407343645481,0.913190249264961,0.468892438046742,0.24269576399944,0.222991801791057,5.7645,0.9947,0.0363670336168977,0.99584028419495,1,0.949996017563828,0.984802509705582,0.834322947311085,0.727349573108536,0.508562237769425,0.276427317970551,0.191613503284868,0.0192450194705812,5.910375,"yes",207,"Protein kinase","domain","53-305;",53,305,NA,NA,"yes"
"320","P42338","P42338","PK3CB_HUMAN","PIK3CB","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",12,794,319949,294524,271011,239060,289557,285636,277773,261388,312371,309648,276722,204385,263920,297646,253528,225609,307588,301144,281110,240620,203701,230827,210578,172133,183514,140326,142877,119944,279729,269017,254472,190111,1,1,1,1,4,1,1,1,0,"3",0,0,0,0,"0","stabilized",5.1647,0.9612,0.479516027624873,0.963116136765166,1,0.905009860946588,0.976314975199172,0.961365717661252,0.874292465361667,0.824881465483561,0.636667093818077,0.573572663143188,4.6546,0.9555,0.474585678645293,0.994608364203036,1,0.969822493243335,1.05135065393652,1.02247694585161,0.913395852290475,1.01060015482609,0.783729000013581,0.476450136491423,3.8822,0.9791,-0.0301142048114517,1.01138133213291,1,1.0249510167484,1.0210729453786,1.03726417008904,0.938972956817251,0.935489703369974,0.777009051293121,0.52720000295191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141379785483825,4.56716666666667,"yes",805,"Protein kinase","domain","",NA,NA,NA,NA,"no"
"321","Q9UHD2","Q9UHD2","TBK1_HUMAN","TBK1","Serine/threonine-protein kinase TBK1",16,39,930995.9,909107,904479,906091,854231.4,791412,872308,841890,869169.6,829497,884913,861357,232075.4,150093,182392.2,266764.3,864192.4,794841,750805.1,787293,106364,113094,201202.6,129773.4,120734,145232.3,128072,156801.7,340410,292143,367517.4,268074.3,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.9542,0.9873,0.161303986511802,0.954216795542576,1,0.917545823778601,0.933591222045124,0.928245119017173,0.365640707977339,0.249276500573203,0.114247549317886,0.129682633403649,7.0266,0.9911,0.147792648579468,0.928678563001476,1,0.870537791481091,0.912430549979265,0.874309624719642,0.321351612076466,0.165099377741014,0.124401198098794,0.159752702377168,7.094,0.9963,0.178079180459575,0.986978391378896,1,0.964431457225651,0.978367656960526,0.830096773943895,0.406330495235379,0.201654433104583,0.222451378086169,0.141597538472424,7.1925,0.9855,0.201174392142905,0.961535536038161,1,0.929145085868859,0.950629682890571,0.868889548621496,0.295858031919531,0.29441226102014,0.143223362774821,0.173052927354979,0.0143462339953081,7.066825,"yes",54,"Protein kinase","domain","9-310;",9,310,NA,NA,"yes"
"322","P33981","P33981","TTK_HUMAN","TTK","Dual specificity protein kinase TTK",8,539,272922,287557,285835,293765,306131,299766,297698,289837,241338,277343,227556,220427,86041.7,85100.8,66513.4,93927.3,268806,285127,267394,245322,61606.9,54885.8,27917.8,36920,38299.2,42029.8,23959.6,22544.1,204670,237119,202675,173852,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.3456,0.9717,0.165844605182078,1.00914050419554,1,1.12167945420303,0.884274627915668,0.984918767999648,0.749921222913506,0.3152611368816,0.225730794879123,0.140330204234177,6.257,0.9966,0.162619735850005,1.00294903286764,1,1.04245766926209,0.964480085687359,0.991549501490139,0.824598253563641,0.295944108472407,0.190869288523667,0.14616163056368,6.3176,0.9709,0.0804369434900828,0.951193084942854,1,1.04150296499729,0.796109643675547,0.935483758112198,0.709062920915913,0.232698584847902,0.09767103398814,0.0838231847044624,6.1813,0.9727,-0.0767330278003149,0.983158294995295,1,0.986628767892703,0.750351471414226,0.83509608020016,0.591806375844638,0.319736183684237,0.125678688747809,0.0767419536023692,0.0116018953462995,6.275375,"yes",546,"Protein kinase","domain","525-791;",525,791,NA,NA,"yes"
"323","Q9Y6R4","Q9Y6R4","M3K4_HUMAN","MAP3K4","Mitogen-activated protein kinase kinase kinase 4",12,1558,447457.8,529594.5,495791,511736,343363.59,568222.7,503203.5,560759.8,485714.9,507517.7,452540.3,503187.3,350094,415956.4,449409.1,485459.8,396383.6,439922.3,557649.3,537072.6,237836.77,174401.5,197639.7,231060.4,165396.3,118188,175760.62,164450.4,499404.7,599948.3,560493.3,500132.7,1,1,1,1,4,0,1,1,1,"3",0,0,0,0,"0","stabilized",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3706,0.9292,0.231582878967776,0.99827381637537,1,1.07293920159669,0.958313766476049,0.830677622218509,1.13284465756348,0.785424319927794,0.329311388241381,0.223166970200786,5.3646,0.9482,0.358292682936726,1.03639347498464,1,1.0149508563084,0.912764249451886,1.12476688766032,1.13050317573332,0.906448685030587,0.398635110359002,0.354505467021386,5.0876,0.9835,0.304506727836864,1.02231506122539,1,1.09579900573733,0.983294706645614,1.04951107602357,0.97732561320681,0.948652820985821,0.451522660121625,0.321357887660825,0.0306556190132663,5.27426666666667,"yes",1569,"Protein kinase","domain","1343-1601;",1343,1601,NA,NA,"yes"
"324","Q9Y4K4","Q9Y4K4","M4K5_HUMAN","MAP4K5","Mitogen-activated protein kinase kinase kinase kinase 5",11,26,129608,133851,132776,93191.7,128094,148988,141025,120619,141571,149003,130590,134410,33632.3,58503.3,40170.1,35681.4,118279,149667,130803,125640,43239.6,25327.1,32937.6,38212.3,46471.5,25544.8,41566.4,64829.2,104361,100201,78318.7,85356.5,1,1,1,1,4,1,1,1,0,"3",0,0,0,0,"0","stabilized",6.614,0.9738,0.317215066844422,0.998307211291638,1,0.988318622307265,1.09230140114808,0.912590272205419,0.805204925621875,0.259492469600642,0.333618295166965,0.358554255910129,6.3001,0.9812,0.174657773818967,1.09504301606212,1,1.1130884341544,1.11320049906239,1.11816123898962,0.748601056398533,0.43707779545913,0.189218608751522,0.190845044116219,6.7951,0.9939,0.281511633461946,1.01644511577948,1,1.06212719166114,0.983536181237573,0.985140386816895,0.589855847442309,0.302540368741339,0.24806892811954,0.313056576489727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0381220038069975,6.56973333333333,"yes",36,"Protein kinase","domain","20-277;",20,277,NA,NA,"yes"
