Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/21/d5c0409d24545d8e1975cfdc0bf9d6/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep4_R1.mzML,/nextflow_runs/work/93/926a0a4e2d95ad220653b60c33e0b0/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep2_R1.mzML,/nextflow_runs/work/69/f85b93db9e34d2529e73b620d4524e/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep4_R1.mzML,/nextflow_runs/work/74/e0cf66cc722ed1285cb1cbcfc26fcc/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep3_R1.mzML,/nextflow_runs/work/9f/7ceb0175e1c81fada40264a9bd4876/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep1_R1.mzML,/nextflow_runs/work/ab/bd0c6ba4de0964352a132f168071a6/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep1_R1.mzML,/nextflow_runs/work/d4/a2fed89bac78aaf88800451e7e35f5/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep3_R1.mzML,/nextflow_runs/work/c2/591c476288ded598123ae1dccdf598/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep2_R1.mzML
Q5I012,Q5I012,S38AA_MOUSE,Slc38a10,Putative sodium-coupled neutral amino acid transporter 10,58259.9,53885.7,61829.1,46446.2,54922.2,48413.8,59920.9,54355.6
Q5I2A0,Q5I2A0,SPA3G_MOUSE,Serpina3g,Serine protease inhibitor A3G,61170.4,32796.5,46773.4,44309.9,32921.7,28274.4,34416.4,26248
Q5IR70,Q5IR70,CAGE1_MOUSE,Cage1,Cancer-associated gene 1 protein homolog,12625.1,10181.8,12198.2,13116.5,11048.3,11343.8,10440.4,12135.3
Q5IRJ6,Q5IRJ6,ZNT9_MOUSE,Slc30a9,"Proton-coupled zinc antiporter SLC30A9, mitochondrial",58343.5,59292.1,61133.7,60004.5,57700.8,51659.9,59727.8,50230.4
Q5KU39,Q5KU39,VPS41_MOUSE,Vps41,Vacuolar protein sorting-associated protein 41 homolog,34130.7,35838.8,33706.2,40228,35016.1,42640.9,41802.1,38601.8
Q5M8N0,Q5M8N0,CNRP1_MOUSE,Cnrip1,CB1 cannabinoid receptor-interacting protein 1,92678.3,71468.8,96460.3,110783,89589.3,73353,104250,86140.7
Q5M8N4,Q5M8N4,D39U1_MOUSE,Sdr39u1,Epimerase family protein SDR39U1,76963.9,69587.1,76391.3,71276.4,66516.8,75416.5,78439.8,64307.2
Q5MJS3,Q5MJS3,FA20C_MOUSE,Fam20c,Extracellular serine/threonine protein kinase FAM20C,60787.9,80643.5,43792.8,68300.9,57075,80255.2,75578.6,51288.3
Q5NBU8,Q5NBU8,XAF1_MOUSE,Xaf1,XIAP-associated factor 1,10429.6,13331.2,10294.1,13358,13923.6,13332.5,9819.68,17315.6
Q5NBX1,Q5NBX1,COBL_MOUSE,Cobl,Protein cordon-bleu,30467.6,30004.9,33989.8,32665.3,30759.7,23603.1,34441.2,33771.2
Q5NC05,Q5NC05,TTF2_MOUSE,Ttf2,Transcription termination factor 2,10559.7,7446.57,7017.4,5667.97,9677.44,12232.7,14306.9,8511.08
Q5NCF2,Q5NCF2,TPPC1_MOUSE,Trappc1,Trafficking protein particle complex subunit 1,42199.7,53230.4,54049.2,53278.2,65967.9,70713.5,55894.5,63935.3
Q5NCI0,Q5NCI0,URGCP_MOUSE,Urgcp,Up-regulator of cell proliferation,25424.4,18906,24264.3,23523.3,18836.3,18445.8,22041.8,21051
Q5NCM1,Q5NCM1,S17A4_MOUSE,Slc17a4,Probable small intestine urate exporter,39471.1,58202.3,40163.3,37655.9,32812.3,61761.4,65166.1,36512
Q5NCQ5,Q5NCQ5,DPH1_MOUSE,Dph1,2-(3-amino-3-carboxypropyl)histidine synthase subunit 1,39494.9,38569.5,37591.7,38254,49605.9,31127,38279.5,28700.8
Q5NCR9,Q5NCR9,NSRP1_MOUSE,Nsrp1,Nuclear speckle splicing regulatory protein 1,14716.6,19315.8,15253.5,14649.2,17199.6,19659.1,18382.4,17450.4
Q5ND28,Q5ND28,SREC_MOUSE,Scarf1,Scavenger receptor class F member 1,26062.9,26733.8,31024.6,24497.1,19257.7,25556.1,31359,25424.7
Q5ND29,Q5ND29,RILP_MOUSE,Rilp,Rab-interacting lysosomal protein,76200.5,81611.6,65470.7,73374.2,83799,76684.4,80138.9,80047
Q5ND34,Q5ND34,WDR81_MOUSE,Wdr81,WD repeat-containing protein 81,79579,78749.2,75067.2,82491.3,84938,73731.5,78894.2,85155.6
Q5ND52,Q5ND52,MRM3_MOUSE,Mrm3,"rRNA methyltransferase 3, mitochondrial",28980.1,23938.8,29729.2,29384.1,29915.6,27822.4,29352.2,27598.7
Q5PRF0,Q5PRF0,HTR5A_MOUSE,Heatr5a,HEAT repeat-containing protein 5A,19097.8,14705.2,17289.3,17371.8,18115.8,18923.9,19296,16905.4
Q5PSV9,Q5PSV9,MDC1_MOUSE,Mdc1,Mediator of DNA damage checkpoint protein 1,33139.4,28254.6,26304.6,32144.8,23079,23114.5,29044.6,26732
Q5PT54,Q5PT54,NTCP5_MOUSE,Slc10a5,Sodium/bile acid cotransporter 5,143669,110814,107598,96778.5,110560,111841,126571,119714
Q5QGU6,Q5QGU6,RTP3_MOUSE,Rtp3,Receptor-transporting protein 3,71655.7,76694.5,65126,63182.9,68225.3,65520.7,72626,67781.8
Q5QR91,Q5QR91,CQ078_MOUSE,Gm11437,Uncharacterized protein C17orf78 homolog,23106.6,25821.2,24487.3,18005.2,22117.9,35132.4,26545.8,20191.1
Q5RJ54,Q5RJ54,ZSC26_MOUSE,Zscan26,Zinc finger and SCAN domain-containing protein 26,9730.45,,9149.29,9048.37,17919.5,9118.33,12466.6,10268.5
Q5RJG7,Q5RJG7,ISPD_MOUSE,Crppa,D-ribitol-5-phosphate cytidylyltransferase,9.09E+06,8.71E+06,6.90E+06,7.93E+06,7.79E+06,7.40E+06,8.13E+06,8.50E+06
Q5RJH6,Q5RJH6,SMG7_MOUSE,Smg7,Nonsense-mediated mRNA decay factor SMG7,21517.7,22693.8,21461,22047,24956.5,24848.7,26701.2,25289.5
Q5RKZ7,Q5RKZ7,MOCS1_MOUSE,Mocs1,Molybdenum cofactor biosynthesis protein 1,554712,512895,537824,542010,566593,503753,535454,521928
Q5SFM8,Q5SFM8,RBM27_MOUSE,Rbm27,RNA-binding protein 27,35812.4,39806.5,39840.4,38939.2,42669.7,41540.3,40798.1,41262.9
Q5SFM8;Q6NZN0,Q5SFM8;Q6NZN0,RBM26_MOUSE;RBM27_MOUSE,Rbm26;Rbm27,RNA-binding protein 27,46468.2,49336.3,50802,44526.1,47487.2,36602.5,44785.9,34605.2
Q5SGK3,Q5SGK3,AOXB_MOUSE,Aox2,Aldehyde oxidase 2,23058.8,24081.1,28245.3,,13373.3,20046.9,,34807
Q5SPX1,Q5SPX1,CC157_MOUSE,Ccdc157,Coiled-coil domain-containing protein 157,91802.7,48460.6,29942.6,33547.1,50491.2,27637.1,36950.7,46312.7
Q5SQF8,Q5SQF8,SP30L_MOUSE,Sap30l,Histone deacetylase complex subunit SAP30L,,22800.9,42925,,25275.3,21895.1,26703.4,22923.8
Q5SRX1,Q5SRX1,TM1L2_MOUSE,Tom1l2,TOM1-like protein 2,131356,107060,115724,113194,133312,80295.1,105344,109302
Q5SRY7,Q5SRY7,FBW1B_MOUSE,Fbxw11,F-box/WD repeat-containing protein 11,84129.5,69972,87028.8,77495.3,76003.2,73724,84089.1,82782.3
Q5SS80,Q5SS80,DHR13_MOUSE,Dhrs13,Dehydrogenase/reductase SDR family member 13,24562.4,31940.6,26894.8,24375.8,27372.2,30030.3,28366.7,31406.5
Q5SSH7,Q5SSH7,ZZEF1_MOUSE,Zzef1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,2.32E+06,2.44E+06,2.45E+06,2.53E+06,2.74E+06,2.40E+06,2.45E+06,2.79E+06
Q5SSH8,Q5SSH8,NEUFC_MOUSE,Cyb5d2,Neuferricin,60208,64510.1,56211.8,52531.6,57350.8,64050.8,61054.9,58393.1
Q5SSI6,Q5SSI6,UTP18_MOUSE,Utp18,U3 small nucleolar RNA-associated protein 18 homolog,7635.45,15041.2,13120.2,13813.7,8870.33,11531.6,12729.6,14669.6
Q5SSK3,Q5SSK3,TEFM_MOUSE,Tefm,"Transcription elongation factor, mitochondrial",53894.1,34012.3,50070.5,52043.4,37919,45583.7,48030,47585.7
Q5SSL4,Q5SSL4,ABR_MOUSE,Abr,Active breakpoint cluster region-related protein,23912.4,26476.8,23798.9,20851.1,25342.2,21260.5,26517.1,28366.5
Q5SSL4;Q6PAJ1,Q5SSL4;Q6PAJ1,ABR_MOUSE;BCR_MOUSE,Abr;Bcr,Active breakpoint cluster region-related protein,14508.8,22440.5,29987.2,22379.2,43781.2,28324.8,22349,44806.9
Q5SSW2,Q5SSW2,PSME4_MOUSE,Psme4,Proteasome activator complex subunit 4,103211,116688,111191,108104,117376,118463,115848,120167
Q5SSZ5,Q5SSZ5,TENS3_MOUSE,Tns3,Tensin-3,129233,119071,126142,117589,122649,123503,129988,115664
Q5SUC9,Q5SUC9,SCO1_MOUSE,Sco1,"Protein SCO1 homolog, mitochondrial",357115,297169,289972,359241,341273,280833,327426,385722
Q5SUE8,Q5SUE8,ANR40_MOUSE,Ankrd40,Ankyrin repeat domain-containing protein 40,42513.1,44476.3,40890.1,31021.1,47542.3,43375.4,44038.9,48726
Q5SUF2,Q5SUF2,LC7L3_MOUSE,Luc7l3,Luc7-like protein 3,170744,155531,164534,170840,181296,187833,183595,172769
Q5SUQ9,Q5SUQ9,CTC1_MOUSE,Ctc1,CST complex subunit CTC1,,,8192.51,,5468.03,4134.52,3557.32,7590.65
Q5SUR0,Q5SUR0,PUR4_MOUSE,Pfas,Phosphoribosylformylglycinamidine synthase,136053,134163,160406,152043,159786,141038,150339,163562
Q5SV77,Q5SV77,GGNB2_MOUSE,Ggnbp2,Gametogenetin-binding protein 2,15610.1,10418.9,17154.5,12427.2,10882.2,14510.2,16550.1,14994.9
Q5SV80,Q5SV80,MYO19_MOUSE,Myo19,Unconventional myosin-XIX,25648.2,31309.8,29265,29399.9,28816,23983.9,25136.6,22664.1
Q5SV85,Q5SV85,SYNRG_MOUSE,Synrg,Synergin gamma,87171,76725.2,85039.8,88523.6,81020.5,76456.2,84289.1,75674.4
Q5SVQ0,Q5SVQ0,KAT7_MOUSE,Kat7,Histone acetyltransferase KAT7,21283.3,16354.1,21458.6,24832.3,21962.7,16832.6,16067.7,18474.3
Q5SVR0,Q5SVR0,TBC9B_MOUSE,Tbc1d9b,TBC1 domain family member 9B,242256,260548,232004,250958,273832,230675,251517,246346
Q5SW19,Q5SW19,CLU_MOUSE,Cluh,Clustered mitochondria protein homolog,493026,495074,523274,532364,519804,505068,500565,533520
Q5SW46,Q5SW46,PERL_MOUSE,Lpo,Lactoperoxidase,202287,81964.4,143671,104832,98761.5,78976.4,97165.8,79631.4
Q5SWD9,Q5SWD9,TSR1_MOUSE,Tsr1,Pre-rRNA-processing protein TSR1 homolog,27697.3,17884.6,33236.4,29753.1,31875.8,28120,35582.4,33657.9
Q5SWT3,Q5SWT3,S2535_MOUSE,Slc25a35,Solute carrier family 25 member 35,16579.2,30325.8,17038,18420.7,28997.6,17251.2,24843.8,20868.4
Q5SWU9,Q5SWU9,ACACA_MOUSE,Acaca,Acetyl-CoA carboxylase 1,585864,591848,616414,637783,655891,624700,638282,649654
Q5SWW4,Q5SWW4,MED13_MOUSE,Med13,Mediator of RNA polymerase II transcription subunit 13,51952.7,44041.8,34511.8,30337.9,35773.9,26172.6,35406.3,38121.2
Q5SX19,Q5SX19,PIGL_MOUSE,Pigl,N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase,29301.3,35166.3,27929.4,35902.1,31877.7,29439.7,27895.8,30495.6
Q5SX40,Q5SX40,MYH1_MOUSE,Myh1,Myosin-1,37818.3,32249.6,,,15026.3,113955,49370,57605.7
Q5SX79,Q5SX79,SHRM1_MOUSE,Shroom1,Protein Shroom1,42117.5,39738.3,41738.5,43185.2,43857.6,44949.4,41374,42807.7
Q5SXA9,Q5SXA9,KIBRA_MOUSE,Wwc1,Protein KIBRA,47331.4,42393.7,39328.6,37039.9,46357.2,47159,44098.5,39284.6
Q5SXY1,Q5SXY1,CYTSB_MOUSE,Specc1,Cytospin-B,,5006.4,5836.32,4565.44,4058.32,1625.8,3286.32,5012.64
Q5SYD0,Q5SYD0,MYO1D_MOUSE,Myo1d,Unconventional myosin-Id,51850.8,45948.8,50137.4,54183.1,39767.5,48451.6,59156.4,46475.7
Q5SYH2,Q5SYH2,TM199_MOUSE,Tmem199,Transmembrane protein 199,67049.3,68059.9,75037.2,67457.7,70446.1,67352.8,74113.7,65180.7
Q5SZA1,Q5SZA1,NPT3_MOUSE,Slc17a2,Sodium-dependent phosphate transport protein 3,44031.6,38144.3,31346.2,26539.7,36355.1,43544.8,39909.8,32223.1
Q5U3K5,Q5U3K5,RABL6_MOUSE,Rabl6,Rab-like protein 6,65991.6,71603.4,56516.1,57867.2,74437,64508.6,62825,59842.9
Q5U405,Q5U405,TMPSD_MOUSE,Tmprss13,Transmembrane protease serine 13,723272,897851,733872,757443,675988,548311,741928,693636
Q5U419,Q5U419,MFSD3_MOUSE,Mfsd3,Major facilitator superfamily domain-containing protein 3,11659.1,14143.1,12921.8,9964.68,11183.8,15512.9,17747.5,18783.2
Q5U430,Q5U430,UBR3_MOUSE,Ubr3,E3 ubiquitin-protein ligase UBR3,55440.2,50846.6,54522.7,50875.2,50297.4,48749.3,59671.2,51842.2
Q5U458,Q5U458,DJC11_MOUSE,Dnajc11,DnaJ homolog subfamily C member 11,746680,661431,762644,759922,727450,801021,824244,773014
Q5U462,Q5U462,CDCP1_MOUSE,Cdcp1,CUB domain-containing protein 1,10960.2,13498.4,12131.4,,11904.2,13762.7,17625.9,16142.6
Q5U4C3,Q5U4C3,SFR19_MOUSE,Scaf1,"Splicing factor, arginine/serine-rich 19",18436.1,14880.9,20526.9,17988.3,20392.1,17442.6,21246.6,20393.7
Q5U4D9,Q5U4D9,THOC6_MOUSE,Thoc6,THO complex subunit 6 homolog,32001.2,42035.1,41283.3,37514.9,36700.6,40664,40242.6,35277.1
Q5U4E2,Q5U4E2,REPI1_MOUSE,Repin1,Replication initiator 1,25118.2,21464.2,26514.4,41110.1,27496.6,23781.5,29553.6,25610.7
Q5U5M8,Q5U5M8,BL1S3_MOUSE,Bloc1s3,Biogenesis of lysosome-related organelles complex 1 subunit 3,56964.4,61100.8,57952.2,59719.4,57627.2,62528.3,63218.6,65120.1
Q5U5Q9,Q5U5Q9,UIMC1_MOUSE,Uimc1,BRCA1-A complex subunit RAP80,14853.8,9307.46,7732.82,11423.4,11431.9,15108.5,13275.1,13031
Q5U5V2,Q5U5V2,HYKK_MOUSE,Hykk,Hydroxylysine kinase,1.02E+06,1.17E+06,1.06E+06,1.10E+06,1.09E+06,1.06E+06,1.11E+06,1.16E+06
Q5UAK0,Q5UAK0,MIER1_MOUSE,Mier1,Mesoderm induction early response protein 1,25084.3,17878.6,28077.1,19104.5,22946.8,28922.9,26037.4,23969.3
Q5XF89,Q5XF89,AT133_MOUSE,Atp13a3,Polyamine-transporting ATPase 13A3,29461.2,24855.3,18438,19042.5,31941.3,25511.9,26094.4,22613.3
Q5XG73,Q5XG73,ACBD5_MOUSE,Acbd5,Acyl-CoA-binding domain-containing protein 5,429918,341235,446199,442628,454288,436606,468937,439695
Q5XJE5,Q5XJE5,LEO1_MOUSE,Leo1,RNA polymerase-associated protein LEO1,22065,21446.3,25626.4,30606.4,27502.7,33160.2,27730.3,28829.1
Q5XJY4,Q5XJY4,PARL_MOUSE,Parl,"Presenilin-associated rhomboid-like protein, mitochondrial",226100,238956,226384,246501,267417,267534,250682,247386
Q5XJY5,Q5XJY5,COPD_MOUSE,Arcn1,Coatomer subunit delta,933813,966162,1.02E+06,1.05E+06,1.00E+06,1.07E+06,1.03E+06,1.06E+06
Q5XKN4,Q5XKN4,JAGN1_MOUSE,Jagn1,Protein jagunal homolog 1,145159,140608,152511,155567,204867,217802,172022,191404
Q5XPI3,Q5XPI3,RN123_MOUSE,Rnf123,E3 ubiquitin-protein ligase RNF123,50916.5,66406.4,54374.9,53473.4,62242.3,56153.1,54140.2,62442.9
Q5Y5T1,Q5Y5T1,ZDH20_MOUSE,Zdhhc20,Palmitoyltransferase ZDHHC20,49199.3,53562.9,40958.9,41350.9,49676.3,48792.4,63351.2,51708.7
Q5YD48,Q5YD48,A1CF_MOUSE,A1cf,APOBEC1 complementation factor,355876,321735,387644,367355,377607,346987,374939,387466
Q60520,Q60520,SIN3A_MOUSE,Sin3a,Paired amphipathic helix protein Sin3a,51845,43820.3,44555.6,41373.2,46453.6,45196.4,39925.3,50470.3
Q60575,Q60575,KIF1B_MOUSE,Kif1b,Kinesin-like protein KIF1B,79269,74369.8,82200.9,77050.7,71882.8,65681.6,74313.4,68868.8
Q60596,Q60596,XRCC1_MOUSE,Xrcc1,DNA repair protein XRCC1,27506.3,25460.6,31228.8,33739.2,30043.4,29014.4,29385.3,32785
Q60597,Q60597,ODO1_MOUSE,Ogdh,2-oxoglutarate dehydrogenase complex component E1,1.76E+06,1.70E+06,1.87E+06,2.06E+06,2.04E+06,2.07E+06,1.93E+06,2.10E+06
Q60598,Q60598,SRC8_MOUSE,Cttn,Src substrate cortactin,1.49E+06,1.55E+06,1.76E+06,1.66E+06,1.38E+06,1.75E+06,1.70E+06,1.59E+06
Q60605,Q60605,MYL6_MOUSE,Myl6,Myosin light polypeptide 6,215918,262301,224739,221508,231519,280776,219259,257791
Q60631,Q60631,GRB2_MOUSE,Grb2,Growth factor receptor-bound protein 2,342727,284705,374055,339662,313834,387631,360980,382713
Q60634,Q60634,FLOT2_MOUSE,Flot2,Flotillin-2,179278,221328,199917,180403,152125,238413,235854,198858
Q60641,Q60641,NR1H4_MOUSE,Nr1h4,Bile acid receptor,16236.7,16617.5,14984.5,17192.9,12923.5,12961.3,18100.8,13847.4
Q60648,Q60648,SAP3_MOUSE,Gm2a,Ganglioside GM2 activator,957614,743420,821491,904333,828708,675746,876453,717447
Q60649,Q60649,CLPB_MOUSE,Clpb,Mitochondrial disaggregase,283241,283041,315443,335218,305438,320127,294516,319775
Q60664,Q60664,IRAG2_MOUSE,Irag2,"Inositol 1,4,5-triphosphate receptor associated 2",52491.2,46547.8,33052.6,34714.4,35777,30526.6,30682.6,
Q60668,Q60668,HNRPD_MOUSE,Hnrnpd,Heterogeneous nuclear ribonucleoprotein D0,1.70E+06,1.67E+06,2.12E+06,2.05E+06,1.64E+06,2.02E+06,1.66E+06,1.76E+06
Q60668;Q9Z130,Q60668;Q9Z130,HNRDL_MOUSE;HNRPD_MOUSE,Hnrnpd;Hnrnpdl,Heterogeneous nuclear ribonucleoprotein D0,,,,,,1432.96,1279.17,
Q60676,Q60676,PPP5_MOUSE,Ppp5c,Serine/threonine-protein phosphatase 5,347857,364199,364900,355763,382535,328166,371727,376176
Q60680,Q60680,IKKA_MOUSE,Chuk,Inhibitor of nuclear factor kappa-B kinase subunit alpha,51452.7,50554.6,44521.4,49038.2,46206.6,44164.8,58580.2,52265.9
Q60692,Q60692,PSB6_MOUSE,Psmb6,Proteasome subunit beta type-6,2.82E+06,2.56E+06,2.54E+06,2.59E+06,2.75E+06,2.05E+06,2.41E+06,2.33E+06
Q60710,Q60710,SAMH1_MOUSE,Samhd1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,663339,572324,638138,664016,675550,616803,612377,644971
Q60714,Q60714,S27A1_MOUSE,Slc27a1,Long-chain fatty acid transport protein 1,44554.6,30981.7,25790.5,37432.9,34124.7,34779.9,37966.8,42244.5
Q60715,Q60715,P4HA1_MOUSE,P4ha1,Prolyl 4-hydroxylase subunit alpha-1,57586,50512.3,58955.3,53342,57326.6,60067,64044,52540.9
Q60716,Q60716,P4HA2_MOUSE,P4ha2,Prolyl 4-hydroxylase subunit alpha-2,4053.9,1473.91,5929.21,6336.73,,7055.29,8080.69,
Q60737,Q60737,CSK21_MOUSE,Csnk2a1,Casein kinase II subunit alpha,64880,57335.1,60770.5,75653,52888.4,73449.5,50547.2,83165.2
Q60738,Q60738,ZNT1_MOUSE,Slc30a1,Proton-coupled zinc antiporter SLC30A1,148840,151519,146202,128553,125826,157583,182573,162264
Q60739,Q60739,BAG1_MOUSE,Bag1,BAG family molecular chaperone regulator 1,178814,157452,156867,160921,169612,159369,177130,150534
Q60749,Q60749;Q9WU01,KHDR1_MOUSE,Khdrbs1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",273091,329556,316077,338646,311890,374759,324231,343957
Q60749;Q9R226,Q60749;Q9R226;Q9WU01,KHDR1_MOUSE;KHDR3_MOUSE,Khdrbs1;Khdrbs3,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",194176,212738,256995,226190,162049,185608,200955,264047
Q60754,Q60754,MARCO_MOUSE,Marco,Macrophage receptor MARCO,8529.85,11639.6,7303.35,6532.31,5211.31,6968.16,8251.78,9973.49
Q60759,Q60759,GCDH_MOUSE,Gcdh,"Glutaryl-CoA dehydrogenase, mitochondrial",6.81E+06,6.30E+06,7.22E+06,7.15E+06,6.58E+06,6.42E+06,6.39E+06,6.31E+06
Q60766,Q60766,IRGM1_MOUSE,Irgm1,Immunity-related GTPase family M protein 1,462292,552748,441265,473145,499381,479831,520243,545913
Q60767,Q60767,LY75_MOUSE,Ly75,Lymphocyte antigen 75,13912.4,20188.5,9992.88,15356.1,16446.8,18776.5,19170.6,17583
Q60770,Q60770,STXB3_MOUSE,Stxbp3,Syntaxin-binding protein 3,134704,136344,143003,141846,118436,143469,161592,144436
Q60772,Q60772,CDN2C_MOUSE,Cdkn2c,Cyclin-dependent kinase 4 inhibitor C,17342.2,19577.1,16371.8,15880.8,14957.9,13363.3,17566.8,13312.5
Q60775,Q60775,ELF1_MOUSE,Elf1,ETS-related transcription factor Elf-1,6196.57,4123.04,4377.72,4851.65,4774.6,4271.57,2861.01,6130.16
Q60778,Q60778,IKBB_MOUSE,Nfkbib,NF-kappa-B inhibitor beta,19004.8,16862,23783.5,23086.8,23031.4,19424.2,21755.6,20443.8
Q60780,Q60780,GAS7_MOUSE,Gas7,Growth arrest-specific protein 7,21266.5,16067.2,39955.9,,19757.1,16341.6,23979.1,23966.2
Q60787,Q60787,LCP2_MOUSE,Lcp2,Lymphocyte cytosolic protein 2,76953.9,124956,68170.8,86430.8,54240.3,68630.3,88906.9,83034.4
Q60790,Q60790,RASA3_MOUSE,Rasa3,Ras GTPase-activating protein 3,17515.7,14075.8,15736.4,13196.6,17953,13569.9,15019,14293.1
Q60803,Q60803,TRAF3_MOUSE,Traf3,TNF receptor-associated factor 3,2171.73,2769.16,4832.59,5279.86,3151.23,3620.65,5446.2,2584.03
Q60805,Q60805,MERTK_MOUSE,Mertk,Tyrosine-protein kinase Mer,17257.2,15780.4,23863.4,18052.6,22958.5,21236.1,22983,26536.3
Q60809,Q60809,CNOT7_MOUSE,Cnot7,CCR4-NOT transcription complex subunit 7,3644.35,5101.3,7648.71,9776.87,7309.87,6140.04,7142.73,9422.08
Q60823,Q60823,AKT2_MOUSE,Akt2,RAC-beta serine/threonine-protein kinase,154715,158780,153334,187427,180019,153527,149940,173021
Q60829,Q60829,PPR1B_MOUSE,Ppp1r1b,Protein phosphatase 1 regulatory subunit 1B,9128.29,6918.8,6442.19,6629.05,8725.56,7214,7402.96,5359.12
Q60838,Q60838,DVL2_MOUSE,Dvl2,Segment polarity protein dishevelled homolog DVL-2,34932.5,39262.8,30795.4,32192.1,36854.2,24630.1,24953.4,35130
Q60838;Q61062,Q60838;Q61062,DVL2_MOUSE;DVL3_MOUSE,Dvl2;Dvl3,Segment polarity protein dishevelled homolog DVL-2,3385.14,5461.29,4900.24,2906.07,1991.39,5823.39,5631.38,4725.65
Q60841,Q60841,RELN_MOUSE,Reln,Reelin,11094.9,12435.1,9324,9097.88,11260,11205.5,11752.6,12288
Q60854,Q60854,SPB6_MOUSE,Serpinb6,Serpin B6,467528,383923,490560,481866,454850,494994,490681,427308
Q60855,Q60855,RIPK1_MOUSE,Ripk1,Receptor-interacting serine/threonine-protein kinase 1,115726,106233,123911,114169,113435,126318,119885,116757
Q60864,Q60864,STIP1_MOUSE,Stip1,Stress-induced-phosphoprotein 1,1.76E+06,1.79E+06,1.99E+06,1.98E+06,1.86E+06,2.09E+06,1.91E+06,2.00E+06
Q60865,Q60865,CAPR1_MOUSE,Caprin1,Caprin-1,1.05E+06,924258,1.19E+06,1.16E+06,1.09E+06,1.14E+06,1.01E+06,1.08E+06
Q60866,Q60866,PTER_MOUSE,Pter,Phosphotriesterase-related protein,716980,680411,741091,853511,768320,842109,752074,776834
Q60870,Q60870,REEP5_MOUSE,Reep5,Receptor expression-enhancing protein 5,166685,163371,172110,161678,143106,139930,175165,152024
Q60872,Q60872,IF1A_MOUSE,Eif1a,Eukaryotic translation initiation factor 1A,154595,192206,256465,284229,246250,302140,247540,260214
Q60872;Q8BMJ3,Q60872;Q8BMJ3,IF1AX_MOUSE;IF1A_MOUSE,Eif1a;Eif1ax,Eukaryotic translation initiation factor 1A,1.06E+06,920833,1.03E+06,1.06E+06,1.05E+06,887124,960602,1.06E+06
Q60875,Q60875,ARHG2_MOUSE,Arhgef2,Rho guanine nucleotide exchange factor 2,22321.7,19187.4,23014.1,20196.1,17668.7,19499.7,24894.9,16412.2
Q60902,Q60902,EP15R_MOUSE,Eps15l1,Epidermal growth factor receptor substrate 15-like 1,186327,182430,190257,186986,189563,182817,196745,188669
Q60930,Q60930,VDAC2_MOUSE,Vdac2,Voltage-dependent anion-selective channel protein 2,3.31E+06,3.63E+06,3.19E+06,3.24E+06,3.39E+06,2.95E+06,3.02E+06,3.08E+06
Q60931,Q60931,VDAC3_MOUSE,Vdac3,Voltage-dependent anion-selective channel protein 3,1.94E+06,1.53E+06,2.10E+06,2.07E+06,1.74E+06,1.83E+06,1.86E+06,1.91E+06
Q60932,Q60932,VDAC1_MOUSE,Vdac1,Voltage-dependent anion-selective channel protein 1,5.85E+06,4.44E+06,5.50E+06,5.94E+06,5.16E+06,5.34E+06,5.44E+06,4.92E+06
Q60936,Q60936,COQ8A_MOUSE,Coq8a,"Atypical kinase COQ8A, mitochondrial",659222,637165,744569,785688,695870,864605,682955,754053
Q60943,Q60943,I17RA_MOUSE,Il17ra,Interleukin-17 receptor A,31054,15560.9,19016.6,14110.3,16571.6,24272.8,17044.7,18766.4
Q60949,Q60949,TBCD1_MOUSE,Tbc1d1,TBC1 domain family member 1,9373.27,7803.47,7845.36,10063.8,10039.4,7948.23,8538.38,8894.46
Q60952,Q60952,CP250_MOUSE,Cep250,Centrosome-associated protein CEP250,6531.67,8598.99,,8658.1,4708.15,,8459.71,
Q60953,Q60953,PML_MOUSE,Pml,Protein PML,367757,407961,356342,371521,376212,399619,438406,401955
Q60960,Q60960,IMA5_MOUSE,Kpna1,Importin subunit alpha-5,88225.4,72698.3,98489,86797.7,85993.7,88566.5,83045.5,84424.9
Q60963,Q60963,PAFA_MOUSE,Pla2g7,Platelet-activating factor acetylhydrolase,13607.2,36924.3,32479.8,28985.1,43564,31603.1,38279.2,32209.4
Q60967,Q60967,PAPS1_MOUSE,Papss1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,96202,110183,98619.1,109884,122603,124584,101763,114574
Q60972,Q60972,RBBP4_MOUSE,Rbbp4,Histone-binding protein RBBP4,62869.5,56200,51480.3,46757.5,60360.8,62652.9,54997.7,71788.4
